"STIME"	"NE_ID"	"OBJID"	"A_PARTYLOCATION"	"B_PARTYLOCATION"	"A_PARTYCARRIER"	"B_PARTYCARRIER"	"A_PARTYTECHNOLOGY"	"B_PARTYTECHNOLOGY"	"A_PARTYNUMBER"	"CODEC"	"MCC"	"MNC"	"LAC"	"CELLID"	"CHANNEL"	"SIGNAL_LEVEL"	"CALLTYPE"	"DIALINGTIME_CET"	"CONNECTTIME_CET"	"CALLSETUPDURATION"	"CALLSETUPSUCCESSRATIO"	"CONNECTSETUPDURATION"	"CONNECTSETUPSUCCESSRATIO"	"CALLDROPRATIO"	"CALLSERVICEAVAILABILITY"	"AUDIOLOOPS_AB"	"AUDIOLOOPS_BA"	"MOS_AB"	"MOS_AB_SUM"	"MOS_BA"	"MOS_BA_SUM"	"SPEECHDELAY_AB"	"SPEECHDELAY_AB_SUM"	"SPEECHDELAY_BA"	"SPEECHDELAY_BA_SUM"	"MTEXPECTED_AB"	"MTEXPECTED_BA"	"MTRECORDED_AB"	"MTRECORDED_BA"	"MTSUCCESSRATE"
"190220 01:05"	"CALL"	"52"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 01:05:12"	"2019.02.20 01:05:16"	"3225"	"100"	"3334"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.19"	"3.6"	"7.2"	"61.084"	"122.169"	"54.186"	"108.372"	"12"	"12"	"12"	"12"	"100"
"190220 01:07"	"CALL"	"53"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 01:07:31"	"2019.02.20 01:07:34"	"2965"	"100"	"3104"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.19"	"3.62"	"7.24"	"63.789"	"127.577"	"50.92"	"101.84"	"12"	"12"	"12"	"12"	"100"
"190220 01:07"	"CALL"	"54"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 01:07:33"	"2019.02.20 01:07:36"	"3318"	"100"	"3357"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.21"	"3.6"	"7.2"	"62.601"	"125.201"	"52.232"	"104.465"	"12"	"12"	"12"	"12"	"100"
"190220 01:07"	"CALL"	"55"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 01:07:33"	"2019.02.20 01:07:37"	"3129"	"100"	"3213"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.63"	"7.26"	"61.549"	"123.098"	"52.993"	"105.986"	"12"	"12"	"12"	"12"	"100"
"190220 01:07"	"CALL"	"56"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 01:07:34"	"2019.02.20 01:07:37"	"3197"	"100"	"3237"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.61"	"7.22"	"60.83"	"121.66"	"51.805"	"103.61"	"12"	"12"	"12"	"12"	"100"
"190220 01:09"	"CALL"	"57"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 01:09:36"	"2019.02.20 01:09:36"	"304"	"100"	"384"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.47"	"8.94"	"47.583"	"95.166"	"47.198"	"94.395"	"12"	"12"	"12"	"12"	"100"
"190220 01:09"	"CALL"	"58"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 01:09:36"	"2019.02.20 01:09:36"	"274"	"100"	"402"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.93"	"4.43"	"8.87"	"46.188"	"92.375"	"48.073"	"96.145"	"12"	"12"	"12"	"12"	"100"
"190220 01:09"	"CALL"	"59"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 01:09:36"	"2019.02.20 01:09:37"	"364"	"100"	"447"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.52"	"9.04"	"48.677"	"97.354"	"49.708"	"99.416"	"12"	"12"	"12"	"12"	"100"
"190220 01:09"	"CALL"	"60"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 01:09:37"	"2019.02.20 01:09:37"	"263"	"100"	"366"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.45"	"8.91"	"47.198"	"94.395"	"50.333"	"100.666"	"12"	"12"	"12"	"12"	"100"
"190220 01:11"	"CALL"	"61"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 01:11:23"	"2019.02.20 01:11:23"	"271"	"100"	"410"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.45"	"8.89"	"49.208"	"98.416"	"46.312"	"92.624"	"12"	"12"	"12"	"12"	"100"
"190220 01:11"	"CALL"	"62"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 01:11:23"	"2019.02.20 01:11:24"	"285"	"100"	"383"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.5"	"9"	"48.312"	"96.624"	"46.583"	"93.166"	"12"	"12"	"12"	"12"	"100"
"190220 01:11"	"CALL"	"63"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 01:11:24"	"2019.02.20 01:11:24"	"366"	"100"	"446"	"100"	"0"	"1"	"2"	"2"	"4.44"	"8.88"	"4.45"	"8.91"	"46.458"	"92.916"	"48.333"	"96.666"	"12"	"12"	"12"	"12"	"100"
"190220 01:11"	"CALL"	"64"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 01:11:24"	"2019.02.20 01:11:25"	"306"	"100"	"410"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.5"	"9"	"46.833"	"93.666"	"46.833"	"93.666"	"12"	"12"	"12"	"12"	"100"
"190220 02:02"	"CALL"	"65"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 02:02:15"	"2019.02.20 02:02:15"	"289"	"100"	"430"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.95"	"4.49"	"8.99"	"44.842"	"89.684"	"44.564"	"89.128"	"12"	"12"	"12"	"12"	"100"
"190220 02:02"	"CALL"	"66"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 02:02:15"	"2019.02.20 02:02:15"	"280"	"100"	"400"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.48"	"8.97"	"46.428"	"92.857"	"44.852"	"89.704"	"12"	"12"	"12"	"12"	"100"
"190220 02:02"	"CALL"	"67"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 02:02:20"	"2019.02.20 02:02:21"	"277"	"100"	"377"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.46"	"8.93"	"46.283"	"92.567"	"46.247"	"92.494"	"12"	"12"	"12"	"12"	"100"
"190220 02:02"	"CALL"	"68"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 02:02:21"	"2019.02.20 02:02:21"	"260"	"100"	"387"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.46"	"8.93"	"45.247"	"90.494"	"48.919"	"97.838"	"12"	"12"	"12"	"12"	"100"
"190220 02:02"	"CALL"	"69"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 02:02:30"	"2019.02.20 02:02:32"	"1695"	"100"	"1770"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.19"	"3.6"	"7.21"	"67.219"	"134.438"	"39.448"	"78.895"	"12"	"12"	"12"	"12"	"100"
"190220 02:02"	"CALL"	"70"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 02:02:31"	"2019.02.20 02:02:33"	"1885"	"100"	"1973"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.2"	"3.61"	"7.21"	"66.521"	"133.043"	"41.583"	"83.165"	"12"	"12"	"12"	"12"	"100"
"190220 02:02"	"CALL"	"71"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 02:02:31"	"2019.02.20 02:02:33"	"1686"	"100"	"1801"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.17"	"3.61"	"7.22"	"66.698"	"133.397"	"40.208"	"80.416"	"12"	"12"	"12"	"12"	"100"
"190220 02:02"	"CALL"	"72"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 02:02:33"	"2019.02.20 02:02:35"	"1837"	"100"	"2007"	"100"	"0"	"1"	"2"	"2"	"3.61"	"7.22"	"3.6"	"7.21"	"66.104"	"132.209"	"41.594"	"83.187"	"12"	"12"	"12"	"12"	"100"
"190220 02:04"	"CALL"	"73"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 02:04:00"	"2019.02.20 02:04:01"	"280"	"100"	"420"	"100"	"0"	"1"	"2"	"2"	"4.49"	"8.98"	"4.45"	"8.91"	"47.849"	"95.697"	"47.921"	"95.843"	"12"	"12"	"12"	"12"	"100"
"190220 02:04"	"CALL"	"74"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 02:04:01"	"2019.02.20 02:04:01"	"280"	"100"	"385"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.52"	"9.05"	"49.536"	"99.072"	"47.734"	"95.468"	"12"	"12"	"12"	"12"	"100"
"190220 02:04"	"CALL"	"75"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 02:04:07"	"2019.02.20 02:04:07"	"265"	"100"	"365"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.96"	"4.49"	"8.98"	"48.571"	"97.141"	"44.574"	"89.149"	"12"	"12"	"12"	"12"	"100"
"190220 02:04"	"CALL"	"76"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 02:04:07"	"2019.02.20 02:04:08"	"259"	"100"	"384"	"100"	"0"	"1"	"2"	"2"	"4.49"	"8.99"	"4.47"	"8.93"	"46.439"	"92.879"	"49.706"	"99.412"	"12"	"12"	"12"	"12"	"100"
"190220 02:04"	"CALL"	"77"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 02:04:31"	"2019.02.20 02:04:33"	"1823"	"100"	"1911"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.57"	"7.13"	"48.938"	"97.877"	"58.259"	"116.518"	"12"	"12"	"12"	"12"	"100"
"190220 02:04"	"CALL"	"78"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 02:04:32"	"2019.02.20 02:04:34"	"1724"	"100"	"1815"	"100"	"0"	"1"	"2"	"2"	"3.6"	"7.21"	"3.63"	"7.25"	"50.292"	"100.585"	"59.197"	"118.394"	"12"	"12"	"12"	"12"	"100"
"190220 02:04"	"CALL"	"79"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 02:04:33"	"2019.02.20 02:04:35"	"1722"	"100"	"1846"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.26"	"3.61"	"7.22"	"48.167"	"96.335"	"57.885"	"115.769"	"12"	"12"	"12"	"12"	"100"
"190220 02:04"	"CALL"	"80"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN with Dataload"	"2019.02.20 02:04:34"	"2019.02.20 02:04:36"	"1818"	"100"	"1919"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.18"	"3.58"	"7.16"	"47.834"	"95.668"	"59.166"	"118.332"	"12"	"12"	"12"	"12"	"100"
"190220 02:06"	"CALL"	"81"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 02:06:29"	"2019.02.20 02:06:32"	"2947"	"100"	"3105"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.66"	"7.31"	"62.602"	"125.204"	"51.294"	"102.588"	"12"	"12"	"12"	"12"	"100"
"190220 02:06"	"CALL"	"82"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 02:06:30"	"2019.02.20 02:06:33"	"3436"	"100"	"3479"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.25"	"3.59"	"7.19"	"64.852"	"129.704"	"49.69"	"99.38"	"12"	"12"	"12"	"12"	"100"
"190220 02:06"	"CALL"	"83"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 02:06:31"	"2019.02.20 02:06:34"	"2955"	"100"	"3022"	"100"	"0"	"1"	"2"	"2"	"3.57"	"7.13"	"3.67"	"7.35"	"61.55"	"123.1"	"51.481"	"102.963"	"12"	"12"	"12"	"12"	"100"
"190220 02:06"	"CALL"	"84"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN"	"2019.02.20 02:06:31"	"2019.02.20 02:06:34"	"3175"	"100"	"3217"	"100"	"0"	"1"	"2"	"2"	"3.58"	"7.15"	"3.63"	"7.25"	"61.331"	"122.662"	"48.335"	"96.671"	"12"	"12"	"12"	"12"	"100"
"190220 02:08"	"CALL"	"85"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 3"	"ISDN"	"NGN ISDN"	"91244963414"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 02:08:14"	"2019.02.20 02:08:17"	"3137"	"100"	"3233"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.25"	"3.65"	"7.31"	"61.569"	"123.137"	"55.41"	"110.821"	"12"	"12"	"12"	"12"	"100"
"190220 02:08"	"CALL"	"86"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 1"	"ISDN"	"NGN ISDN"	"91244963412"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 02:08:14"	"2019.02.20 02:08:17"	"3330"	"100"	"3376"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.23"	"3.65"	"7.31"	"65.204"	"130.408"	"55.046"	"110.093"	"12"	"12"	"12"	"12"	"100"
"190220 02:08"	"CALL"	"87"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 2"	"ISDN"	"NGN ISDN"	"91244963413"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 02:08:15"	"2019.02.20 02:08:18"	"2926"	"100"	"3053"	"100"	"0"	"1"	"2"	"2"	"3.59"	"7.19"	"3.64"	"7.28"	"60.913"	"121.825"	"54.233"	"108.467"	"12"	"12"	"12"	"12"	"100"
"190220 02:08"	"CALL"	"88"	"Darmstadt"	"Darmstadt"	"Telekom"	"Telekom 4"	"ISDN"	"NGN ISDN"	"91244963415"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"ISDN to NGN with Dataload"	"2019.02.20 02:08:16"	"2019.02.20 02:08:19"	"3221"	"100"	"3265"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.64"	"7.27"	"60.756"	"121.512"	"52.119"	"104.238"	"12"	"12"	"12"	"12"	"100"
"190220 02:10"	"CALL"	"89"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 02:10:11"	"2019.02.20 02:10:12"	"260"	"100"	"375"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.91"	"4.47"	"8.93"	"51.562"	"103.124"	"50.312"	"100.624"	"12"	"12"	"12"	"12"	"100"
"190220 02:10"	"CALL"	"90"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 02:10:11"	"2019.02.20 02:10:12"	"276"	"100"	"403"	"100"	"0"	"1"	"2"	"2"	"4.44"	"8.89"	"4.46"	"8.92"	"46.948"	"93.895"	"47.198"	"94.395"	"12"	"12"	"12"	"12"	"100"
"190220 02:10"	"CALL"	"91"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 02:10:12"	"2019.02.20 02:10:12"	"364"	"100"	"439"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.97"	"4.46"	"8.92"	"49.687"	"99.374"	"46.708"	"93.416"	"12"	"12"	"12"	"12"	"100"
"190220 02:10"	"CALL"	"92"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN with Dataload"	"2019.02.20 02:10:12"	"2019.02.20 02:10:13"	"322"	"100"	"440"	"100"	"0"	"1"	"2"	"2"	"4.5"	"8.99"	"4.46"	"8.92"	"47.573"	"95.145"	"51.208"	"102.416"	"12"	"12"	"12"	"12"	"100"
"190220 02:11"	"CALL"	"93"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom 1"	"NGN ISDN"	"NGN ISDN"	"61519576290"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 02:11:55"	"2019.02.20 02:11:56"	"266"	"100"	"373"	"100"	"0"	"1"	"2"	"2"	"4.48"	"8.95"	"4.5"	"8.99"	"47.333"	"94.666"	"47.188"	"94.375"	"12"	"12"	"12"	"12"	"100"
"190220 02:11"	"CALL"	"94"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom 3"	"NGN ISDN"	"NGN ISDN"	"61515003856"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 02:11:55"	"2019.02.20 02:11:56"	"294"	"100"	"421"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.49"	"8.98"	"46.698"	"93.395"	"47.333"	"94.666"	"12"	"12"	"12"	"12"	"100"
"190220 02:11"	"CALL"	"95"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom 4"	"NGN ISDN"	"NGN ISDN"	"61518607888"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 02:11:56"	"2019.02.20 02:11:56"	"312"	"100"	"385"	"100"	"0"	"1"	"2"	"2"	"4.45"	"8.9"	"4.5"	"9.01"	"47.073"	"94.145"	"48.583"	"97.166"	"12"	"12"	"12"	"12"	"100"
"190220 02:11"	"CALL"	"96"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom 2"	"NGN ISDN"	"NGN ISDN"	"61519576288"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 02:11:57"	"2019.02.20 02:11:57"	"304"	"100"	"419"	"100"	"0"	"1"	"2"	"2"	"4.51"	"9.03"	"4.53"	"9.07"	"46.979"	"93.958"	"47.823"	"95.645"	"12"	"12"	"12"	"12"	"100"
"190220 03:01"	"CALL"	"97"	"Darmstadt"	"Darmstadt"	"Telekom 5"	"Telekom 6"	"NGN ISDN"	"NGN ISDN"	"61519578179"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 03:01:27"	"2019.02.20 03:01:27"	"295"	"100"	"419"	"100"	"0"	"1"	"2"	"2"	"4.47"	"8.94"	"4.46"	"8.92"	"47.641"	"95.282"	"43.015"	"86.029"	"12"	"12"	"12"	"12"	"100"
"190220 03:01"	"CALL"	"98"	"Darmstadt"	"Darmstadt"	"Telekom 6"	"Telekom 5"	"NGN ISDN"	"NGN ISDN"	"61519578166"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 03:01:27"	"2019.02.20 03:01:28"	"279"	"100"	"379"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.48"	"8.96"	"43.64"	"87.279"	"47.37"	"94.74"	"12"	"12"	"12"	"12"	"100"
"190220 03:01"	"CALL"	"99"	"Darmstadt"	"Darmstadt"	"Telekom 8"	"Telekom 7"	"NGN ISDN"	"NGN ISDN"	"61519578781"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 03:01:31"	"2019.02.20 03:01:31"	"361"	"100"	"438"	"100"	"0"	"1"	"2"	"2"	"4.51"	"9.03"	"4.52"	"9.03"	"47.864"	"95.729"	"46.781"	"93.561"	"12"	"12"	"12"	"12"	"100"
"190220 03:01"	"CALL"	"100"	"Darmstadt"	"Darmstadt"	"Telekom 7"	"Telekom 8"	"NGN ISDN"	"NGN ISDN"	"61519578186"	"G722"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to NGN"	"2019.02.20 03:01:31"	"2019.02.20 03:01:32"	"266"	"100"	"367"	"100"	"0"	"1"	"2"	"2"	"4.46"	"8.92"	"4.46"	"8.91"	"43.645"	"87.29"	"48.74"	"97.48"	"12"	"12"	"12"	"12"	"100"
"190220 03:01"	"CALL"	"101"	"Darmstadt"	"Darmstadt"	"Telekom 3"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673686"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 03:01:39"	"2019.02.20 03:01:41"	"1766"	"100"	"1837"	"100"	"0"	"1"	"2"	"2"	"3.63"	"7.25"	"3.68"	"7.37"	"33.836"	"67.672"	"74.039"	"148.078"	"12"	"12"	"12"	"12"	"100"
"190220 03:01"	"CALL"	"102"	"Darmstadt"	"Darmstadt"	"Telekom 2"	"Telekom"	"NGN ISDN"	"ISDN"	"61511535878"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 03:01:39"	"2019.02.20 03:01:41"	"1872"	"100"	"1999"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.25"	"3.64"	"7.28"	"32.336"	"64.673"	"76.352"	"152.703"	"12"	"12"	"12"	"12"	"100"
"190220 03:01"	"CALL"	"103"	"Darmstadt"	"Darmstadt"	"Telekom 4"	"Telekom"	"NGN ISDN"	"ISDN"	"61516673685"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 03:01:40"	"2019.02.20 03:01:42"	"1723"	"100"	"1811"	"100"	"0"	"1"	"2"	"2"	"3.62"	"7.24"	"3.62"	"7.23"	"31.68"	"63.36"	"74.851"	"149.702"	"12"	"12"	"12"	"12"	"100"
"190220 03:01"	"CALL"	"104"	"Darmstadt"	"Darmstadt"	"Telekom 1"	"Telekom"	"NGN ISDN"	"ISDN"	"61518606372"	"G711"	"0"	"0"	"0"	"0"	"0"	"0"	"NGN to ISDN"	"2019.02.20 03:01:41"	"2019.02.20 03:01:43"	"1698"	"100"	"1774"	"100"	"0"	"1"	"2"	"2"	"3.64"	"7.29"	"3.65"	"7.29"	"32.679"	"65.359"	"73.341"	"146.681"	"12"	"12"	"12"	"12"	"100"
